SOURCE_DESC,SECTOR_DESC,GROUP_DESC,COMMODITY_DESC,CLASS_DESC,PRODN_PRACTICE_DESC,UTIL_PRACTICE_DESC,STATISTICCAT_DESC,UNIT_DESC,SHORT_DESC,DOMAIN_DESC,DOMAINCAT_DESC,AGG_LEVEL_DESC,STATE_ANSI,STATE_FIPS_CODE,STATE_ALPHA,STATE_NAME,ASD_CODE,ASD_DESC,COUNTY_ANSI,COUNTY_CODE,COUNTY_NAME,REGION_DESC,ZIP_5,WATERSHED_CODE,WATERSHED_DESC,CONGR_DISTRICT_CODE,COUNTRY_CODE,COUNTRY_NAME,LOCATION_DESC,YEAR,FREQ_DESC,BEGIN_CODE,END_CODE,REFERENCE_PERIOD_DESC,WEEK_ENDING,LOAD_TIME,VALUE,CV_%,CENSUS_YEAR,VALUE_NUM,suppressed,series
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,059,059,DICKINSON,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, DICKINSON",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"31,078",,2017,31078.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,063,063,EMMET,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, EMMET",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"88,279",17.6,2017,88279.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,063,063,EMMET,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, EMMET",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,(D),(D),2017,,True,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,063,063,EMMET,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, EMMET",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"43,855",,2017,43855.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,119,119,LYON,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, LYON",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"123,072",17.6,2017,123072.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,119,119,LYON,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, LYON",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,413,31.9,2017,413.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,119,119,LYON,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, LYON",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"61,767",,2017,61767.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,141,141,O BRIEN,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, O BRIEN",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"130,146",17.6,2017,130146.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,141,141,O BRIEN,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, O BRIEN",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,(D),(D),2017,,True,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,141,141,O BRIEN,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, O BRIEN",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"67,068",,2017,67068.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,143,143,OSCEOLA,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, OSCEOLA",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"94,849",17.6,2017,94849.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,143,143,OSCEOLA,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, OSCEOLA",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,412,31.9,2017,412.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,143,143,OSCEOLA,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, OSCEOLA",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"40,849",,2017,40849.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,147,147,PALO ALTO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PALO ALTO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"119,093",17.6,2017,119093.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,147,147,PALO ALTO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PALO ALTO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"1,411",31.9,2017,1411.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,147,147,PALO ALTO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PALO ALTO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"45,545",,2017,45545.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,149,149,PLYMOUTH,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PLYMOUTH",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"193,706",17.6,2017,193706.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,149,149,PLYMOUTH,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PLYMOUTH",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,882,31.9,2017,882.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,149,149,PLYMOUTH,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, PLYMOUTH",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"66,145",,2017,66145.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,151,151,POCAHONTAS,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, POCAHONTAS",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"140,745",17.6,2017,140745.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,151,151,POCAHONTAS,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, POCAHONTAS",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,248,31.9,2017,248.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,151,151,POCAHONTAS,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, POCAHONTAS",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"60,045",,2017,60045.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,167,167,SIOUX,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, SIOUX",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"162,093",17.6,2017,162093.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,167,167,SIOUX,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, SIOUX",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"1,811",31.9,2017,1811.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,10,NORTHWEST,167,167,SIOUX,,,00000000,,,9000,UNITED STATES,"IOWA, NORTHWEST, SIOUX",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"64,893",,2017,64893.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,023,023,BUTLER,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, BUTLER",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"127,873",17.6,2017,127873.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,023,023,BUTLER,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, BUTLER",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,(D),(D),2017,,True,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,023,023,BUTLER,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, BUTLER",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"63,943",,2017,63943.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,033,033,CERRO GORDO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, CERRO GORDO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"121,099",17.6,2017,121099.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,033,033,CERRO GORDO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, CERRO GORDO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,(D),(D),2017,,True,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,033,033,CERRO GORDO,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, CERRO GORDO",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"49,241",,2017,49241.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,067,067,FLOYD,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FLOYD",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"111,334",17.6,2017,111334.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,067,067,FLOYD,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FLOYD",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"1,100",31.9,2017,1100.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,067,067,FLOYD,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FLOYD",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"40,891",,2017,40891.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,069,069,FRANKLIN,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FRANKLIN",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"118,064",17.6,2017,118064.0,False,TOTAL
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,069,069,FRANKLIN,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FRANKLIN",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"66,681",,2017,66681.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,081,081,HANCOCK,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HANCOCK",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"118,180",17.6,2017,118180.0,False,TOTAL
CENSUS,CROPS,FIELD CROPS,SOYBEANS,ALL CLASSES,IRRIGATED,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,081,081,HANCOCK,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HANCOCK",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,444,31.9,2017,444.0,False,IRRIGATED
CENSUS,DEMOGRAPHICS,FIELD CROPS,SOYBEANS,ALL CLASSES,ALL PRODUCTION PRACTICES,ALL UTILIZATION PRACTICES,AREA HARVESTED,ACRES,SOYBEANS - ACRES HARVESTED,PRODUCERS,PRODUCERS: (GENDER = FEMALE),COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,081,081,HANCOCK,,,00000000,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HANCOCK",2017,ANNUAL,00,00,YEAR,,2018-02-01 00:00:00,"49,469",,2017,49469.0,False,TOTAL
