state,state_ansi,county,county_ansi,fips5,ag_district,ag_district_code,year,produced_soy,acres_planted,acres_harvested,production_bu,yield_bu_ac,yield_kg_ha,production_tonnes,area_harvested_ha,pcp04,pcp05,pcp06,pcp07,pcp08,pcp09,tmp04,tmp05,tmp06,tmp07,tmp08,tmp09,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja,pcp_grow,pcp_critical,pcp_summer,tmp_grow,tmp_critical,tmp_summer,tmax_critical,tmax_summer,tmp_range_crit,pcp_grow_cv,tmp_grow_sd,pdsi_critical,zndx_critical,drought_flag,severe_drought,hot_month_count,dry_month_count,heat_x_dry,pcp_grow_anom,pcp_grow_z,pcp_critical_anom,pcp_critical_z,pcp08_anom,pcp08_z,tmp_grow_anom,tmp_grow_z,tmp_critical_anom,tmp_critical_z,tmax_critical_anom,tmax_critical_z,tmax08_anom,tmax08_z,pdsi08_anom,pdsi08_z,zndx08_anom,zndx08_z,climate_normal_pcp,climate_normal_tmax,trend_slope,yield_trend,yield_anom,log_yield,n_years_county,in_balanced_panel,is_focal
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2010,1.0,5000.0,4900.0,194000.0,39.6,2663.1382192699584,5279.807,1982.9596458,0.87,3.05,4.11,4.92,6.07,3.67,48.5,55.0,62.0,69.3,69.0,53.4,2.45,2.37,34.2,42.0,43.3,36.5,80.5,80.0,77.86666666666666,-1.81,0.37,1.1,-0.1133333333333332,-1.86,1.1,2.3,0.9966666666666668,22.690000000000005,10.99,15.1,59.53333333333333,69.15,66.76666666666667,80.25,77.86666666666666,40.35,0.4680652764375588,8.613864792685492,0.7350000000000001,1.7,0,0,0,0,-184.575,2.592575757575762,0.6307016017685971,3.4653030303030308,1.272526001223139,2.434015151515152,1.4015901442882863,2.577550505050496,1.5211420761332628,3.375757575757575,1.644122418805776,2.666287878787884,1.165378251399826,3.786363636363632,1.311281268238755,1.273257575757576,0.5382267049237989,2.551060606060606,1.1096001987296091,7.524696969696969,77.58371212121212,0.29056362765447835,30.213571770717067,9.386428229282934,3.6788291182604347,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2011,1.0,6200.0,6200.0,191000.0,30.8,2071.329726098857,5198.1605,2509.0509804000003,2.28,5.21,4.06,4.18,4.86,1.02,40.3,52.1,60.9,71.2,67.2,56.3,2.6,2.84,30.0,40.4,44.1,38.9,82.7,78.6,77.6,2.14,2.04,2.21,2.13,2.31,0.37,1.13,0.5733333333333333,21.61,9.04,13.099999999999998,58.0,69.2,66.43333333333334,80.65,77.6,39.150000000000006,0.4498685956509979,11.120071942213324,2.125,0.75,0,0,0,0,-91.1345,1.5125757575757568,0.3679676284528017,1.5153030303030297,0.5564484516738493,1.224015151515152,0.7048302767364638,1.0442171717171649,0.6162450254253053,3.425757575757572,1.668474321777314,3.0662878787878896,1.340209823139879,2.386363636363626,0.8264377741000531,2.383257575757576,1.0074417748674829,1.381060606060606,0.6007011825990608,7.524696969696969,77.58371212121212,0.29056362765447835,30.504135398371545,0.2958646016284554,3.427514689979529,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2012,1.0,9100.0,8000.0,227000.0,28.4,1909.927409779465,6177.9185,3237.485136,3.28,8.99,9.64,4.86,2.16,0.66,43.5,56.0,64.9,72.7,65.7,55.3,1.69,0.8400000000000001,31.7,44.2,41.0,32.6,84.0,78.3,79.53333333333335,4.8,4.68,-0.64,2.9466666666666668,2.81,1.13,-1.93,2.01,29.59,7.0200000000000005,16.66,59.68333333333334,69.2,67.76666666666667,81.15,79.53333333333335,44.35000000000001,0.7439293022928236,10.27159513740036,2.02,-0.4,0,0,0,1,156.61950000000002,9.492575757575755,2.3092797646195025,-0.504696969696969,-0.1853344458079782,-1.475984848484848,-0.8499231467262806,2.727550505050502,1.6096646137025228,3.425757575757572,1.668474321777314,3.5662878787878896,1.5587492878149414,2.086363636363629,0.7225427396417613,-0.4667424242424243,-0.1972996209338683,-1.678939393939394,-0.7302654749731424,7.524696969696969,77.58371212121212,0.29056362765447835,30.794699026026024,-2.394699026026025,3.3463891451671604,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2015,1.0,6100.0,6000.0,192000.0,32.0,2152.0308842585523,5225.376,2428.113852,1.18,4.96,3.25,3.98,4.32,3.64,42.9,52.2,62.8,68.8,64.2,62.8,1.46,1.8,30.2,39.8,51.9,35.8,80.2,75.4,76.9,0.37,0.37,0.54,0.4266666666666667,0.82,0.11,0.62,-0.13,21.33,8.3,11.55,58.95,66.5,65.26666666666667,77.80000000000001,76.9,33.95000000000002,0.3663469019920867,9.564465484280865,0.455,0.365,0,0,0,0,-48.236,1.2325757575757592,0.2998514131487075,0.7753030303030313,0.284706202101299,0.684015151515152,0.3938795920439149,1.9942171717171604,1.1768877633639292,0.7257575757575694,0.3534715613141651,0.2162878787878952,0.094534874492023,-0.8136363636363626,-0.2817759267883999,0.7132575757575758,0.301505588555814,0.8710606060606061,0.378873406337027,7.524696969696969,77.58371212121212,0.29056362765447835,31.66638990898946,0.3336100910105415,3.4657359027997265,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2017,1.0,7700.0,7470.0,228000.0,30.5,2051.1544365589325,6205.134,3023.00174574,3.12,3.42,4.02,3.04,6.42,4.67,42.7,52.0,62.5,67.2,61.8,59.8,4.029999999999999,3.88,31.5,40.5,49.0,36.2,79.0,72.5,75.5,2.51,2.01,3.0,2.5066666666666664,2.83,-0.71,3.58,0.93,24.69,9.46,13.48,57.66666666666666,64.5,63.833333333333336,75.75,75.5,33.15,0.3123218138324958,8.854302155826096,2.505,1.435,0,0,0,0,-271.185,4.592575757575755,1.1172459967978436,1.9353030303030316,0.7106805392690815,2.784015151515152,1.6031322547371605,0.710883838383829,0.4195282752713999,-1.2742424242424306,-0.6206045575474258,-1.833712121212116,-0.8014769306757396,-3.713636363636368,-1.286094593218566,3.173257575757576,1.341387635458033,3.831060606060606,1.66634442150491,7.524696969696969,77.58371212121212,0.29056362765447835,32.247517164298415,-1.747517164298415,3.417726683613366,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2018,1.0,5900.0,5840.0,167000.0,28.6,1923.3776028060813,4544.9885,2363.36414928,0.84,2.37,5.91,5.31,3.92,3.61,31.6,59.0,63.3,68.6,66.0,57.6,2.26,1.34,19.7,44.7,48.5,32.4,79.6,76.9,77.16666666666667,1.53,2.11,2.02,1.8866666666666667,1.07,2.22,0.37,1.4266666666666667,21.96,9.23,15.14,57.68333333333334,67.3,65.96666666666665,78.25,77.16666666666667,37.8,0.5107404462132705,13.43107094265631,2.065,1.2950000000000002,0,0,0,0,-28.9525,1.8625757575757584,0.4531128975829205,1.705303030303031,0.626220110347883,0.2840151515151516,0.1635457515309155,0.7275505050505018,0.4293641127790987,1.5257575757575663,0.7431020088588001,0.6662878787878839,0.2912203926995745,0.6863636363636374,0.2376992455030643,2.193257575757576,0.9271256818140596,0.6210606060606061,0.2701343003262261,7.524696969696969,77.58371212121212,0.29056362765447835,32.53808079195289,-3.938080791952892,3.353406717825807,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2020,1.0,8300.0,7650.0,295000.0,38.6,2595.8872541368787,8028.5725,3095.8451613,1.44,1.04,2.62,6.55,6.21,1.22,38.6,52.5,65.1,70.2,67.1,54.8,3.9,4.14,26.6,40.8,43.9,29.8,81.8,78.0,79.16666666666667,-2.37,0.74,1.51,-0.04,-1.53,2.23,2.54,0.5866666666666668,19.08,12.76,15.38,58.05,68.65,67.46666666666667,79.9,79.16666666666667,43.05,0.7992644258837547,11.822816923220962,1.125,2.385,0,0,0,0,-202.94600000000003,-1.0174242424242443,-0.2475110312591976,5.23530303030303,1.9225040846601864,2.574015151515152,1.4822069884678355,1.094217171717169,0.6457525379483935,2.875757575757575,1.4006033890903782,2.3162878787878896,1.0124006261272844,1.7863636363636315,0.6186477051834693,1.6832575757575758,0.7115403794075019,2.791060606060606,1.213989740499978,7.524696969696969,77.58371212121212,0.29056362765447835,33.11920804726185,5.4807919527381515,3.653252276470785,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2022,1.0,4800.0,4760.0,132000.0,27.7,1862.8517341863092,3592.446,1926.30365592,2.55,6.37,4.62,2.61,3.92,2.39,34.3,53.7,63.8,67.3,65.8,58.4,4.57,4.45,26.5,43.3,46.9,35.7,78.5,76.5,76.96666666666667,2.48,-0.4,-0.39,0.5633333333333334,2.58,-1.21,-0.08,-0.2633333333333333,22.46,6.529999999999999,11.15,57.21666666666667,66.55,65.63333333333333,77.5,76.96666666666667,36.2,0.4179572175473424,12.309576217996566,-0.395,-0.645,0,0,0,0,6.2,2.362575757575758,0.5747489963402326,-0.99469696969697,-0.3652718813357488,0.2840151515151516,0.1635457515309155,0.2608838383838332,0.153960662563632,0.7757575757575665,0.3778234642857035,-0.0837121212121161,-0.0365888043130196,0.2863636363636317,0.0991725328920051,-0.2167424242424242,-0.0916205511267322,0.171060606060606,0.0744039095067843,7.524696969696969,77.58371212121212,0.29056362765447835,33.70033530257081,-6.000335302570807,3.3214324131932926,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2023,1.0,8900.0,8740.0,277000.0,31.7,2131.8555947186283,7538.6935,3536.95251108,3.04,1.44,1.99,1.32,2.23,4.86,36.8,57.0,66.7,66.5,65.8,62.3,5.01,5.33,27.2,44.0,52.6,38.7,78.5,77.5,78.36666666666666,-2.42,-3.72,-4.37,-3.503333333333334,-1.15,-4.63,-3.11,-3.9733333333333327,14.880000000000004,3.55,5.54,59.18333333333334,66.15,66.33333333333333,78.0,78.36666666666666,32.349999999999994,0.5321297499291178,11.569860269971572,-4.045,-3.87,1,1,0,2,242.58,-5.21742424242424,-1.269254260820618,-3.9746969696969696,-1.4595852647495344,-1.4059848484848485,-0.8096147246365059,2.227550505050502,1.314589488471667,0.375757575757575,0.1830082405133894,0.4162878787878838,0.1819506603620431,1.2863636363636315,0.445489314419648,-4.196742424242425,-1.7740313424563388,-2.858939393939394,-1.2435140553441228,7.524696969696969,77.58371212121212,0.29056362765447835,33.990898930225285,-2.2908989302252856,3.456316680883235,20,0,0
MINNESOTA,27,AITKIN,001,27001,EAST CENTRAL,60,2024,1.0,6000.0,5940.0,194000.0,32.7,2199.1065598517084,5279.807,2403.83271348,2.82,3.64,6.91,3.07,3.99,0.56,42.4,54.4,62.5,68.4,65.8,63.8,3.92,3.54,32.0,43.0,50.9,37.2,79.6,76.0,76.46666666666665,1.9,-0.24,-0.19,0.49,0.75,-0.73,0.09,1.0066666666666666,20.99,7.0600000000000005,13.97,59.55,67.1,65.56666666666666,77.8,76.46666666666665,33.75,0.5883060140028751,9.64152477567734,-0.215,-0.32,0,0,0,0,-7.002,0.8925757575757558,0.2171388659937345,-0.4646969696969689,-0.1706456755608132,0.3540151515151519,0.2038541736206906,2.594217171717169,1.5309779136409616,1.3257575757575637,0.6456943969726396,0.216287878787881,0.0945348744920168,-0.2136363636363683,-0.0739858578718162,-0.0167424242424242,-0.0070772952810233,0.341060606060606,0.148346501594129,7.524696969696969,77.58371212121212,0.29056362765447835,34.28146255787976,-1.5814625578797603,3.487375077903208,20,0,0
MINNESOTA,27,ANOKA,003,27003,EAST CENTRAL,60,1980,1.0,6200.0,6000.0,165400.0,28.0,1883.0270237262328,4501.4437,2428.113852,0.82,2.08,4.3,3.82,7.4,5.11,48.1,60.5,66.2,73.1,69.1,58.5,1.81,1.28,35.6,47.2,48.4,34.3,84.9,79.3,80.53333333333335,-1.68,-1.59,1.3,-0.6566666666666666,-1.78,-0.24,3.9,1.1366666666666667,23.53,11.22,15.52,62.583333333333336,71.1,69.46666666666667,82.1,80.53333333333335,40.75,0.5889909337308854,8.909863448261518,-0.145,1.83,0,0,0,0,-320.19,2.042121212121213,0.4297968236874804,3.4502272727272745,1.3522477550636918,3.4292424242424246,2.043628919108104,1.018030303030308,0.6079054143943898,0.6992424242424278,0.3412620734047229,0.6606060606060566,0.2719038684429967,-0.6946969696969632,-0.2544369543397659,1.1045454545454545,0.4456436298097098,4.0409848484848485,1.785882834366004,7.769772727272726,81.43939393939394,0.40133350241923055,21.925232167941317,6.074767832058683,3.332204510175204,41,0,0
MINNESOTA,27,ANOKA,003,27003,EAST CENTRAL,60,1981,1.0,5900.0,5900.0,147500.0,25.0,1681.274128326994,4014.28625,2387.6452878,3.43,1.76,6.13,3.21,4.83,1.58,47.7,56.0,65.8,71.0,68.4,58.0,2.08,0.33,37.2,44.6,47.2,35.6,81.3,77.4,78.13333333333334,0.65,0.62,0.97,0.7466666666666667,-0.7,0.09,1.24,1.096666666666667,20.94,8.04,14.17,61.15,69.7,68.4,79.35,78.13333333333334,37.94999999999999,0.5043012503150942,8.81538427976909,0.7949999999999999,0.665,0,0,0,0,-98.394,-0.5478787878787905,-0.1153097873908544,0.270227272727273,0.105910189102874,0.8592424242424244,0.5120584809906799,-0.4153030303030292,-0.2479935616691486,-0.7007575757575637,-0.3420015361856573,-2.089393939393944,-0.859989528859852,-2.594696969696954,-0.950323411792477,0.7745454545454545,0.3125007181875496,1.3809848484848484,0.6103158581139815,7.769772727272726,81.43939393939394,0.40133350241923055,22.326565670360537,2.6734343296394627,3.2188758248682006,41,0,0
MINNESOTA,27,ANOKA,003,27003,EAST CENTRAL,60,1982,1.0,6800.0,6600.0,184800.0,27.2,1829.2262516197693,5029.4244,2670.9252372,1.53,4.3,2.36,2.74,2.96,5.11,42.1,60.8,62.2,73.4,68.8,58.4,2.93,1.88,31.7,50.1,49.5,40.0,84.2,79.5,79.3,-0.57,-0.9,-1.37,-0.9466666666666668,-0.08,-1.16,-1.7,-1.4533333333333334,19.0,5.7,8.059999999999999,60.95,71.1,68.13333333333334,81.85,79.3,37.1,0.4145182432188224,10.770654576208448,-1.135,-1.43,0,0,0,0,139.14499999999998,-2.487878787878788,-0.5236135810170965,-2.069772727272726,-0.8112061330192363,-1.0107575757575755,-0.6023526938262783,-0.615303030303032,-0.3674213257710391,0.6992424242424278,0.3412620734047229,0.4106060606060566,0.1690044686881923,-0.4946969696969603,-0.1811857482921107,-1.5654545454545457,-0.631603564224132,-1.5590151515151516,-0.688995010375096,7.769772727272726,81.43939393939394,0.40133350241923055,22.727899172779757,4.472100827220242,3.3032169733019514,41,0,0
MINNESOTA,27,ANOKA,003,27003,EAST CENTRAL,60,1983,1.0,4900.0,4300.0,111800.0,22.8,1533.3220050342186,3042.6929,1740.1482606,2.94,2.63,6.07,4.77,4.22,3.59,40.9,53.3,66.2,75.2,74.2,61.2,3.83,5.109999999999999,31.4,42.4,51.7,39.2,85.4,84.5,82.2,2.91,3.13,2.76,2.9333333333333336,2.52,1.54,-0.14,1.1166666666666667,24.22,8.989999999999998,15.06,61.83333333333332,74.7,71.86666666666667,84.95,82.2,39.5,0.31504940987995,13.130828864419287,2.945,0.7,0,0,0,0,11.893,2.7321212121212106,0.5750182760597002,1.2202272727272725,0.4782437386823631,0.249242424242424,0.1485339801145596,0.2680303030302937,0.1600512990122984,4.299242424242436,2.0982256409228586,3.510606060606065,1.4449570256477708,4.50530303030304,1.6500944028992426,2.5645454545454545,1.0347001478956306,0.0009848484848484,0.0004352463742104,7.769772727272726,81.43939393939394,0.40133350241923055,23.129232675198978,-0.3292326751989769,3.126760535960395,41,0,0
